id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,United Nations Secretariat,UN & Multilateral,UN & Multilateral,Global,"New York, USA",,High,Not Available,,2026-07-20,ICT Manager | Enterprise Architect | Digital Transformation | Programme Technology | Data & Analytics,,https://careers.un.org/
670,Zimbabwe — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,Zimbabwe,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zimbabwe+digital+transformation+employers+careers+jobs
671,Zimbabwe — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,Zimbabwe,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zimbabwe+enterprise+architecture+companies+careers+jobs
672,Zimbabwe — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Other,Zimbabwe,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zimbabwe+health+technology+organisations+careers+jobs
673,Zimbabwe — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Other,Zimbabwe,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zimbabwe+development+consulting+firms+careers+jobs
674,Botswana — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,Botswana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Botswana+international+NGO+ICT+careers+jobs
675,Botswana — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,Botswana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Botswana+digital+transformation+employers+careers+jobs
676,Botswana — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,Botswana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Botswana+enterprise+architecture+companies+careers+jobs
677,Botswana — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Other,Botswana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Botswana+health+technology+organisations+careers+jobs
678,Botswana — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Other,Botswana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Botswana+development+consulting+firms+careers+jobs
679,Namibia — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,Namibia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Namibia+international+NGO+ICT+careers+jobs
680,Namibia — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,Namibia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Namibia+digital+transformation+employers+careers+jobs
681,Namibia — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,Namibia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Namibia+enterprise+architecture+companies+careers+jobs
682,Namibia — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Other,Namibia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Namibia+health+technology+organisations+careers+jobs
683,Namibia — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Other,Namibia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Namibia+development+consulting+firms+careers+jobs
684,Mauritius — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,Mauritius,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Mauritius+international+NGO+ICT+careers+jobs
685,Mauritius — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,Mauritius,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Mauritius+digital+transformation+employers+careers+jobs
686,Mauritius — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,Mauritius,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Mauritius+enterprise+architecture+companies+careers+jobs
687,Mauritius — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Other,Mauritius,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Mauritius+health+technology+organisations+careers+jobs
688,Mauritius — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Other,Mauritius,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Mauritius+development+consulting+firms+careers+jobs
689,Cameroon — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,Cameroon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Cameroon+international+NGO+ICT+careers+jobs
690,Cameroon — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,Cameroon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Cameroon+digital+transformation+employers+careers+jobs
691,Cameroon — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,Cameroon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Cameroon+enterprise+architecture+companies+careers+jobs
692,Cameroon — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Other,Cameroon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Cameroon+health+technology+organisations+careers+jobs
693,Cameroon — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Other,Cameroon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Cameroon+development+consulting+firms+careers+jobs
694,DR Congo — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,DR Congo,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=DR+Congo+international+NGO+ICT+careers+jobs
695,DR Congo — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,DR Congo,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=DR+Congo+digital+transformation+employers+careers+jobs
696,DR Congo — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,DR Congo,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=DR+Congo+enterprise+architecture+companies+careers+jobs
697,DR Congo — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Other,DR Congo,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=DR+Congo+health+technology+organisations+careers+jobs
698,DR Congo — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Other,DR Congo,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=DR+Congo+development+consulting+firms+careers+jobs
699,Mozambique — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,Mozambique,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Mozambique+international+NGO+ICT+careers+jobs
700,Mozambique — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,Mozambique,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Mozambique+digital+transformation+employers+careers+jobs
701,Mozambique — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,Mozambique,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Mozambique+enterprise+architecture+companies+careers+jobs
