id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,Pfizer,Global Pharmaceuticals,Global Pharmaceuticals,Global,"New York, USA",,Medium,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance,,https://www.pfizer.com/about/careers
616,Zambia — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Other,Zambia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zambia+health+informatics+employers
617,Zimbabwe — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,Zimbabwe,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zimbabwe+digital+health+companies
618,Zimbabwe — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Zimbabwe,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zimbabwe+hospital+IT+jobs
619,Zimbabwe — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Zimbabwe,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zimbabwe+pharmaceutical+technology+jobs
620,Zimbabwe — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,Zimbabwe,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zimbabwe+medical+device+careers
621,Zimbabwe — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Other,Zimbabwe,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zimbabwe+health+informatics+employers
622,Botswana — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,Botswana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Botswana+digital+health+companies
623,Botswana — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Botswana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Botswana+hospital+IT+jobs
624,Botswana — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Botswana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Botswana+pharmaceutical+technology+jobs
625,Botswana — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,Botswana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Botswana+medical+device+careers
626,Botswana — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Other,Botswana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Botswana+health+informatics+employers
627,Namibia — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,Namibia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Namibia+digital+health+companies
628,Namibia — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Namibia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Namibia+hospital+IT+jobs
629,Namibia — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Namibia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Namibia+pharmaceutical+technology+jobs
630,Namibia — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,Namibia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Namibia+medical+device+careers
631,Namibia — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Other,Namibia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Namibia+health+informatics+employers
632,Mauritius — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,Mauritius,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mauritius+digital+health+companies
633,Mauritius — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Mauritius,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mauritius+hospital+IT+jobs
634,Mauritius — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Mauritius,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mauritius+pharmaceutical+technology+jobs
635,Mauritius — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,Mauritius,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mauritius+medical+device+careers
636,Mauritius — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Other,Mauritius,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mauritius+health+informatics+employers
637,Cameroon — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,Cameroon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Cameroon+digital+health+companies
638,Cameroon — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Cameroon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Cameroon+hospital+IT+jobs
639,Cameroon — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Cameroon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Cameroon+pharmaceutical+technology+jobs
640,Cameroon — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,Cameroon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Cameroon+medical+device+careers
641,Cameroon — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Other,Cameroon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Cameroon+health+informatics+employers
642,DR Congo — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,DR Congo,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=DR+Congo+digital+health+companies
643,DR Congo — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,DR Congo,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=DR+Congo+hospital+IT+jobs
644,DR Congo — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,DR Congo,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=DR+Congo+pharmaceutical+technology+jobs
645,DR Congo — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,DR Congo,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=DR+Congo+medical+device+careers
646,DR Congo — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Other,DR Congo,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=DR+Congo+health+informatics+employers
647,Mozambique — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,Mozambique,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mozambique+digital+health+companies
648,Mozambique — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Mozambique,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mozambique+hospital+IT+jobs
649,Mozambique — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Mozambique,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mozambique+pharmaceutical+technology+jobs
650,Mozambique — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,Mozambique,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Mozambique+medical+device+careers
